quantile,object_i,object_j,integral_xx,integral_yy,integral_xy_real,j_adaptive,quad_error_bound_j,j_grid,relative_difference
0.1,OGLE-LMC-RRLYR-05100,OGLE-LMC-RRLYR-17321,500.7822169946231,649.3126318238258,564.1185700205151,0.8696905991473274,8.333899023339154e-11,0.8696906029269782,4.345971795321395e-09
0.5,OGLE-LMC-RRLYR-05898,OGLE-SMC-RRLYR-1506,510.0155669606041,930.2117288515124,617.2545919018639,8.185263602416807,3.6839587549691373e-10,8.185263531023905,8.722126216629362e-09
0.9,OGLE-LMC-RRLYR-05948,OGLE-LMC-RRLYR-09378,832.1464862406494,153.86609359726964,-18.58940731284121,40.71149203949288,2.3249199039676567e-10,40.71149189228339,3.6159198163671957e-09
