2124.48763 16.831 0.015
2128.50945 16.846 0.011
2131.51180 16.687 0.011
2134.47992 16.197 0.009
2137.49753 16.866 0.010
2141.48279 16.810 0.012
2144.48357 16.595 0.013
2168.49266 16.844 0.014
2175.49171 16.601 0.015
2194.51129 16.816 0.014
2345.88551 16.804 0.012
2356.82995 16.233 0.008
2369.90777 16.449 0.010
2379.80817 16.493 0.011
2385.82189 16.818 0.012
2389.81892 16.769 0.012
2396.83105 16.350 0.009
2401.91771 16.704 0.012
2404.80720 16.935 0.012
2406.68401 16.215 0.009
2414.62303 16.852 0.016
2416.69901 16.620 0.012
2417.59753 16.611 0.016
2424.59675 16.839 0.016
2432.65726 16.943 0.016
2434.88754 16.895 0.016
2436.87635 16.549 0.012
2439.79886 16.849 0.012
2443.75657 16.816 0.013
2446.69904 16.389 0.009
2453.69989 16.822 0.014
2459.54429 16.804 0.012
2462.76134 16.902 0.012
2463.72525 16.208 0.008
2465.57763 16.427 0.009
2467.72662 16.680 0.012
2469.77271 16.755 0.011
2471.48263 16.598 0.011
2473.76420 16.669 0.011
2484.54330 16.669 0.012
2489.66079 16.843 0.010
2492.61336 16.634 0.011
2494.66617 16.853 0.014
2496.72747 16.769 0.013
2499.50504 16.813 0.012
2501.52940 16.494 0.010
2511.50107 16.670 0.013
2516.53412 16.784 0.013
2524.61604 16.814 0.013
2528.51867 16.576 0.012
2539.55812 16.921 0.015
2544.58604 16.235 0.009
2549.54876 16.318 0.014
2554.52391 16.453 0.012
2566.51934 16.908 0.019
2711.83893 16.689 0.009
2726.85134 16.921 0.011
2731.85845 16.242 0.008
2752.75429 16.763 0.013
2754.91666 16.599 0.011
2758.89675 16.453 0.013
2764.90545 16.813 0.013
2769.74056 16.626 0.009
2783.69559 16.678 0.010
2785.60124 16.809 0.013
2787.65837 16.513 0.010
2789.89885 16.506 0.012
2791.88204 16.803 0.012
2793.94745 16.484 0.016
2794.56633 16.790 0.017
2796.85695 16.829 0.012
2797.83363 16.925 0.013
2809.63202 16.398 0.009
2811.61563 16.798 0.016
2813.56961 16.908 0.016
2815.53702 16.571 0.012
2817.60848 16.928 0.016
2819.71686 16.812 0.012
2821.77688 16.450 0.010
2830.50750 16.818 0.022
2834.63810 16.835 0.017
2836.58992 16.422 0.010
2838.60268 16.822 0.012
2840.62111 16.379 0.009
2842.54122 16.670 0.010
2844.57322 16.833 0.011
2847.63318 16.816 0.016
2851.49288 16.630 0.011
2853.49816 16.842 0.012
2855.59434 16.721 0.014
2857.67975 16.325 0.010
2861.56897 16.825 0.013
2864.57922 16.755 0.014
2867.49044 16.631 0.012
2870.53260 16.845 0.014
2870.57274 16.843 0.015
2875.58126 16.497 0.010
2879.50433 16.818 0.014
2884.53373 16.924 0.014
2888.54300 16.865 0.021
2894.48157 16.214 0.009
2898.49937 16.246 0.010
2905.52853 16.824 0.017
2910.52530 16.831 0.014
2915.55097 16.680 0.017
2923.54226 16.836 0.014
2935.53387 16.720 0.015
3055.84182 16.577 0.010
3057.85937 16.840 0.011
3060.89001 16.778 0.011
3066.88362 16.944 0.011
3069.83622 16.698 0.011
3071.84206 16.905 0.013
3074.79123 16.736 0.012
3076.86860 16.315 0.010
3080.88510 16.211 0.008
3083.83499 16.809 0.011
3085.78356 16.722 0.010
3087.74420 16.604 0.012
3089.73282 16.842 0.013
3090.88475 16.593 0.010
3092.80268 16.819 0.014
3097.76547 16.808 0.015
3098.72677 16.851 0.016
3100.77040 16.598 0.010
3102.75462 16.835 0.013
3107.72883 16.851 0.012
3108.72764 16.196 0.008
3110.68987 16.676 0.013
3112.69273 16.913 0.013
3113.73081 16.441 0.008
3115.72984 16.809 0.013
3116.77492 16.766 0.011
3122.74443 16.514 0.011
3124.92093 16.295 0.010
3126.65987 16.679 0.011
3127.66069 16.461 0.010
3128.68035 16.733 0.011
3129.65976 16.810 0.014
3130.65612 16.881 0.018
3134.62878 16.837 0.016
