6785.92187 12.251 0.005
6789.68728 12.201 0.005
6790.71775 12.194 0.005
6791.73045 12.192 0.005
6796.73508 12.149 0.005
6803.64230 12.076 0.005
6804.80089 12.074 0.005
6805.84983 12.072 0.005
6808.60572 12.061 0.005
6809.63951 12.044 0.005
6810.68466 12.046 0.005
6811.72355 12.037 0.005
6813.84242 12.033 0.005
6815.58820 12.035 0.005
6816.65500 12.039 0.005
6817.72548 12.034 0.005
6824.57142 12.021 0.005
6825.58546 12.018 0.005
6826.58156 12.014 0.005
6827.61201 12.001 0.005
6828.68417 12.002 0.005
6829.73822 12.003 0.005
6830.76145 11.999 0.005
6832.52915 11.993 0.005
6833.56445 12.004 0.005
6834.57834 11.994 0.005
6835.61540 12.000 0.005
6837.63153 11.987 0.005
6838.64573 11.991 0.005
6839.66086 11.987 0.005
6840.74687 11.987 0.005
6842.54077 11.989 0.005
6844.55461 11.997 0.005
6845.55784 12.000 0.005
6851.57256 12.046 0.005
6852.58726 12.058 0.005
6855.59890 12.110 0.005
6856.64755 12.128 0.005
6857.67766 12.143 0.005
6858.72034 12.153 0.005
6862.66371 12.236 0.005
6863.72933 12.248 0.005
6865.60238 12.279 0.005
6872.57077 12.411 0.005
6879.56609 12.562 0.005
6881.65564 12.598 0.005
6885.51147 12.697 0.005
6886.67509 12.724 0.005
6888.63057 12.776 0.005
6890.60021 12.831 0.005
7083.90722 12.179 0.005
7087.80645 12.161 0.005
7090.79845 12.138 0.005
7097.86849 12.151 0.005
7100.80570 12.174 0.005
7108.80205 12.250 0.005
7109.75237 12.262 0.005
7111.85604 12.299 0.005
7113.84690 12.343 0.005
7115.82722 12.377 0.005
7117.80442 12.430 0.005
7119.82314 12.466 0.005
7126.72078 12.624 0.005
7129.89447 12.720 0.005
7131.75327 12.775 0.005
7133.84493 12.818 0.005
7134.93212 12.858 0.005
7136.75358 12.914 0.005
7137.86093 12.944 0.005
7138.91999 12.976 0.005
7140.73227 13.037 0.005
7141.79668 13.075 0.005
7142.93289 13.105 0.005
7144.70685 13.175 0.005
7145.93812 13.213 0.005
7151.79261 13.393 0.005
7153.76521 13.436 0.005
7154.82812 13.481 0.005
7155.86031 13.512 0.005
7157.68592 13.549 0.005
7158.77488 13.584 0.005
7159.81354 13.608 0.005
7160.83613 13.636 0.005
7161.86293 13.649 0.005
7162.86518 13.671 0.005
7163.87405 13.694 0.005
7166.60763 13.735 0.005
7168.70930 13.786 0.005
7169.89189 13.829 0.005
7170.87361 13.824 0.005
7172.89191 13.850 0.005
7173.90400 13.874 0.005
7454.89871 13.840 0.005
7458.79055 13.746 0.005
7461.90199 13.661 0.005
7465.87740 13.564 0.005
7470.87262 13.414 0.005
7607.69421 12.244 0.005
7609.54281 12.275 0.005
7610.68548 12.300 0.005
7616.68423 12.449 0.005
7618.57390 12.507 0.005
7800.85731 12.305 0.005
7803.88074 12.281 0.005
7807.89630 12.232 0.005
7810.85745 12.208 0.005
7812.89250 12.192 0.005
7815.89036 12.172 0.005
7817.86391 12.158 0.005
7819.84482 12.155 0.005
7862.77362 12.531 0.005
7863.91222 12.559 0.005
7864.87325 12.575 0.005
7865.89825 12.596 0.005
7866.93288 12.618 0.005
7868.81077 12.662 0.005
8183.81290 13.920 0.006
8189.90740 13.932 0.005
8191.90472 13.970 0.006
8215.80607 13.857 0.006
8353.58451 12.683 0.005
8382.58779 13.037 0.005
8385.55962 13.098 0.005
