object_id,region,catalog_type,catalog_period,catalog_epoch,catalog_secondary_period,period_mode,sha256,file,bytes,n_observations,baseline_days,has_errors,eligible,exclusion_reason
OGLE-BLG-RRLYR-00829,BLG,RRab,0.590575,5000.36249,,fundamental,45cbae08ab1d6714b01781084e12bd4d652b707327d86594ba54b6039e300f86,photometry/OGLE-BLG-RRLYR-00829.dat,8376,349,2277.91702,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-00931,BLG,RRab,0.4486856,5000.28463,,fundamental,1a24c06c4a98a9a8c02dabace4d59a51e6b23a4c34df3e6abf9aee100956491b,photometry/OGLE-BLG-RRLYR-00931.dat,7896,329,1655.28735,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-01940,BLG,RRab,0.48281048,5000.47544,,fundamental,6848c9d6ac095f98591f57c8f5027ab230205515543b22da3df607733b849714,photometry/OGLE-BLG-RRLYR-01940.dat,8040,335,1356.2702800000002,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-02047,BLG,RRc,0.33266976,5000.12795,,first overtone,dbc6ee125723c342344aa1d4132900fd866e5f3986e6e8b1f3b728fb574799c2,photometry/OGLE-BLG-RRLYR-02047.dat,7440,310,1655.3376999999996,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-02187,BLG,RRc,0.3103745,5000.2528,,first overtone,62fb65b4ecf2d565f1f842f2652fe7440478d5631e1afacb8370e3e7630bfb7f,photometry/OGLE-BLG-RRLYR-02187.dat,21408,892,2827.02244,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-02720,BLG,RRab,0.60870144,5000.31122,,fundamental,774935c084b1a13b0c87721754b67b48ee30e45a835331230d4cda888aa1fb85,photometry/OGLE-BLG-RRLYR-02720.dat,4752,198,1655.3082799999997,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-02725,BLG,RRc,0.3143,5000.0592,,first overtone,ab240dc254406289b572391582dc426b329846022e9a822f87cbd067dbdbe099,photometry/OGLE-BLG-RRLYR-02725.dat,14568,607,3248.02578,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-02884,BLG,RRab,0.49561275,5000.36206,,fundamental,5b108fbc8ec9fa1676a5daf68e3d3272c9601612ff5384e1a168eb40bad84ac9,photometry/OGLE-BLG-RRLYR-02884.dat,16512,688,3248.01264,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-03214,BLG,RRc,0.27938425,5000.09327,,first overtone,eefe041c5a3742bf28cb36a7c5fc11f3427d82449dac9c9f2fefe9622d329282,photometry/OGLE-BLG-RRLYR-03214.dat,33696,1404,2829.21247,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-03233,BLG,RRc,0.31955375,5000.31682,,first overtone,901a74d8e722f8a9ce4784ada3dd0c6ac632e71e72fb46f430702f34190a8ea9,photometry/OGLE-BLG-RRLYR-03233.dat,18768,782,2827.02729,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-03301,BLG,RRab,0.679895,5000.10473,,fundamental,a572a967a0611998b48eecb582d1955c4c07c4f876c0232ad2c50a30bfc28880,photometry/OGLE-BLG-RRLYR-03301.dat,33672,1403,2829.21247,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-03428,BLG,RRab,0.7890182,5000.37585,,fundamental,1232cac906e9c639e0d25021b3bb21d056f410bd374cdf582bc22bc040b481aa,photometry/OGLE-BLG-RRLYR-03428.dat,8256,344,1276.68002,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-03485,BLG,RRc,0.30806,5000.03604,,first overtone,072622c2cb882c6e65b1b6e668bf16acc00a416e5330be97689513c09b206f4c,photometry/OGLE-BLG-RRLYR-03485.dat,33624,1401,2829.21247,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-03593,BLG,RRc,0.2813518,5000.16151,,first overtone,100ae1a6f0fe1d4e64ac1bf09c5203e0b4e92218193d40bb9351bd415b1d4c41,photometry/OGLE-BLG-RRLYR-03593.dat,50832,2118,4403.77658,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-03652,BLG,RRc,0.32422976,5000.11743,,first overtone,f420f5960d960b9c08946372bfd4b27939da91b5cd7599a2ec9acf8f26c90390,photometry/OGLE-BLG-RRLYR-03652.dat,64920,2705,4403.00124,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-03779,BLG,RRab,0.4939372,5000.33909,,fundamental,44d72c9c9dede051d32ef3be538847ee715e117e91121d6616035f299d801401,photometry/OGLE-BLG-RRLYR-03779.dat,66648,2777,4403.84503,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-03807,BLG,RRc,0.2732497,5000.11814,,first overtone,96969dc4727ad45d5fe83c4d83c3c73d5b472d5731072bb9588ddb2733cea34c,photometry/OGLE-BLG-RRLYR-03807.dat,63600,2650,4402.94338,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-03887,BLG,RRc,0.31557664,5000.01351,,first overtone,340cd971e887b22be78d2ddddab0f2c70129e2d78ec9653e92141ce252e11421,photometry/OGLE-BLG-RRLYR-03887.dat,66600,2775,4403.84576,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-03968,BLG,RRab,0.453324,5000.01878,,fundamental,cb929a0e8dc6901f5f1f8c13d9b88c16e1ca041220d51841c2058d0c9260eaae,photometry/OGLE-BLG-RRLYR-03968.dat,31248,1302,2830.22542,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-03989,BLG,RRab,0.53195415,5000.14116,,fundamental,b06399c7962bb03077f64f300a38d6a7812b71a7efae5ed82613e376db802617,photometry/OGLE-BLG-RRLYR-03989.dat,66672,2778,4403.84505,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-04078,BLG,RRab,0.5459475,5000.03997,,fundamental,0dc17270871bd7c6f62a0f1a390dbbd0d9a8e321249ac260b3ab5c20c843ab53,photometry/OGLE-BLG-RRLYR-04078.dat,66528,2772,4403.8460000000005,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-04186,BLG,RRc,0.32724968,5000.10169,,first overtone,c9e6ef6882b27c47158a1f863101df9bb01d155ebc6f988d0a820dbf34e8ed0d,photometry/OGLE-BLG-RRLYR-04186.dat,65832,2743,4403.8458200000005,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-04198,BLG,RRc,0.3282324,5000.14301,,first overtone,ba099fbd628d1bc6960af2b7e263447cf91ca7788799ac9e6d2916c5784cebcc,photometry/OGLE-BLG-RRLYR-04198.dat,33840,1410,2829.21247,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-04215,BLG,RRc,0.3694241,5000.32866,,first overtone,ec8d74c2b09425b4ac3a4561f685bd495f16dfe08440c5ca32b6fe2978ba67e0,photometry/OGLE-BLG-RRLYR-04215.dat,66216,2759,4403.8460000000005,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-04233,BLG,RRab,0.57751425,5000.00628,,fundamental,b97c17c847b33d54c36a0c2d683501fe2bda7862b4e0e76aabc3a515dd76f8d1,photometry/OGLE-BLG-RRLYR-04233.dat,45192,1883,4397.01939,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-04250,BLG,RRab,0.4751182,5000.2765,,fundamental,56bb4e50e44a76599a95d6dd407a32bd6d2fe38053935ea797676c6fc77ae8d1,photometry/OGLE-BLG-RRLYR-04250.dat,66576,2774,4403.00523,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-04257,BLG,RRab,0.5712205,5000.1788,,fundamental,7d8e98b70d38203a8f648e4aa823fdc0957c72289928c8de92133891542a04bd,photometry/OGLE-BLG-RRLYR-04257.dat,66552,2773,4403.00596,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-04276,BLG,RRab,0.61893032,5000.50765,,fundamental,5f3fd0596e74c1ce50b7ee2da6ef5f8e97d60403519be594cf32a4ea8a10848b,photometry/OGLE-BLG-RRLYR-04276.dat,66408,2767,4403.00588,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-04286,BLG,RRc,0.2762248,5000.1339,,first overtone,811622b976d0d57c801e0101d7b1d081ce3b89a57309fb6ed90185fa9bfef379,photometry/OGLE-BLG-RRLYR-04286.dat,41904,1746,4403.07971,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-04315,BLG,RRc,0.2749218,5000.26164,,first overtone,4037fd3c23acfbacde8db8b9ecb3336be662255b4b06ece4509673c7241770f0,photometry/OGLE-BLG-RRLYR-04315.dat,10752,448,2799.0560199999995,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-04318,BLG,RRab,0.56964144,5000.38074,,fundamental,06464706a7c5b8a0ca225975f43194899472ae7bb720344ba01ab15f09e08964,photometry/OGLE-BLG-RRLYR-04318.dat,66360,2765,4403.00523,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-04369,BLG,RRc,0.27046718,5000.23634,,first overtone,9a124346a9ba63b9cf6135b2583f5053bddb10202b1b8a533803d15dcc1058a8,photometry/OGLE-BLG-RRLYR-04369.dat,672,28,2569.84018,True,False,Fewer than 30 original observations
OGLE-BLG-RRLYR-04383,BLG,RRc,0.3151108,5000.16673,,first overtone,7993332b82920173f5bb601b920a3b7e5720905d240e9938c4cae37ec88206b7,photometry/OGLE-BLG-RRLYR-04383.dat,22512,938,4403.82509,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-04387,BLG,RRab,0.5516542,5000.26915,,fundamental,677ae4604824bae8b46956469c5510233a80a45f9650353e1f2a85b9cfa4832d,photometry/OGLE-BLG-RRLYR-04387.dat,64056,2669,4403.00537,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-04408,BLG,RRc,0.3220061,5000.04004,,first overtone,d586a5d51792f73cbe721426de880495a2efd1b5d97c6dea479b245ae3ac094e,photometry/OGLE-BLG-RRLYR-04408.dat,39720,1655,4403.83467,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-04410,BLG,RRab,0.4492055,5000.38919,,fundamental,3e4393158e468214c32437deedafdc01b2fb5fa0fa4c78d41da8979e8ff969af,photometry/OGLE-BLG-RRLYR-04410.dat,56928,2372,2883.15922,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-04430,BLG,RRab,0.4544875,5000.32715,,fundamental,8f39b908f91234fada155e28750d400a7860e5266bd3b9d211b82d918e3a45f1,photometry/OGLE-BLG-RRLYR-04430.dat,32520,1355,2830.22542,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-04512,BLG,RRc,0.3181798,5000.04471,,first overtone,f409dab95bb1443b8a536002c00d09197d295de7660ddc451fd49501ce9aa343,photometry/OGLE-BLG-RRLYR-04512.dat,30144,1256,4402.94487,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-04628,BLG,RRab,0.5850088,5000.41406,,fundamental,ce96c843191dc6e8f2db90744bfae5bf3cfd662e67c543a98d704601f19a44ed,photometry/OGLE-BLG-RRLYR-04628.dat,32880,1370,2830.22542,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-04643,BLG,RRc,0.29145904,5000.05668,,first overtone,98bb2cb2c1c83eb79b53704556985c25a4363ae854136b5430553d6d252138f3,photometry/OGLE-BLG-RRLYR-04643.dat,32688,1362,2830.22542,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-04674,BLG,RRc,0.27919736,5000.12659,,first overtone,2fb79ffa4ad1ae4808438b9c176d2fad7de3f86cd24db34c98d6a7f4d5992573,photometry/OGLE-BLG-RRLYR-04674.dat,56760,2365,2883.15922,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-04693,BLG,RRab,0.45272305,5000.01906,,fundamental,8d044ea4d3bb7d9a23d00922e5e1ac664c0569dc956de62644df22d4ca373c35,photometry/OGLE-BLG-RRLYR-04693.dat,57192,2383,2883.15922,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-04711,BLG,RRc,0.26515024,5000.05808,,first overtone,e42bcc56cfc861fe7b674fcdf321d1c74bfabf4a4821491d942ab31d2c97b02f,photometry/OGLE-BLG-RRLYR-04711.dat,26784,1116,4403.844700000001,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-04762,BLG,RRc,0.2946564,5000.16508,,first overtone,22626bf0db34abf6060fb59f135ff9c563dbb40364658bcc6dc1124f3d34ed0d,photometry/OGLE-BLG-RRLYR-04762.dat,32544,1356,2830.22542,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-04781,BLG,RRc,0.33266288,5000.3213,,first overtone,8db31e727af4dae420ddbc452c7a8a83b7a21081225d963279b726c9fad3b321,photometry/OGLE-BLG-RRLYR-04781.dat,57120,2380,2883.15922,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-04851,BLG,RRab,0.443854,5000.07853,,fundamental,274df02bf13e36df398bfc076ed1b647c0e5e3be4d1a92cfbf2948d137fb9a44,photometry/OGLE-BLG-RRLYR-04851.dat,57192,2383,2883.15922,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-04945,BLG,RRab,0.579119,5000.30569,,fundamental,8ec145a027c19ec373584473fb11e2ddf3aa5e49aa9a0014ee02bcdbd66fec7c,photometry/OGLE-BLG-RRLYR-04945.dat,31296,1304,2830.22542,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-05028,BLG,RRc,0.324548,5000.14223,,first overtone,f59119a8ff18edf91435c0aa7b495954af2f5fbef2e795091db2415c0cd88d2f,photometry/OGLE-BLG-RRLYR-05028.dat,34896,1454,2830.11805,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-05044,BLG,RRc,0.36188395,5000.31228,,first overtone,124638212b53d68179ef653e8299951adb0fa0ce618bfac6fda461f6831c1c9b,photometry/OGLE-BLG-RRLYR-05044.dat,57168,2382,2883.15922,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-05069,BLG,RRab,0.46678025,5000.34748,,fundamental,a9c7814a8957086e8da9ec8cdf093434de4cc9d60d48d243ab645b26a0e1d6fb,photometry/OGLE-BLG-RRLYR-05069.dat,34920,1455,2830.11805,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-05098,BLG,RRc,0.310791,5000.00712,,first overtone,637c2a3ae72c67c8c9586914c1cf02017cd1c5527338599ccdaa84fc4b0f3e83,photometry/OGLE-BLG-RRLYR-05098.dat,26544,1106,4403.838100000001,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-05172,BLG,RRc,0.3085015,5000.19568,,first overtone,f833e2c4ab788de2908fff75ce550083f8148a5fc7f14a41b9ee8c9bad4f9926,photometry/OGLE-BLG-RRLYR-05172.dat,65688,2737,4403.89517,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-05297,BLG,RRab,0.4810458,5000.20474,,fundamental,a738ee78f3751e0fec6f032ac07c40261c63fc3515b028c2a1f4db6676c90ecf,photometry/OGLE-BLG-RRLYR-05297.dat,66936,2789,4402.97751,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-05308,BLG,RRc,0.29559448,5000.10816,,first overtone,63377a2f05339cc1ac57833abd1448eab541c2ce627fb0871e629a280fb7baf5,photometry/OGLE-BLG-RRLYR-05308.dat,66768,2782,4402.97755,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-05340,BLG,RRab,0.50022405,5000.13584,,fundamental,28730e169dcafe8dd7ed21ed1d68592cee6296c9e4592f2d86f34fa03ea772fd,photometry/OGLE-BLG-RRLYR-05340.dat,66888,2787,4403.89519,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-05352,BLG,RRab,0.529616,5000.20747,,fundamental,8e0e6f7fc46b110bcb3aade26ce3a2f9d4244aab470f5b13c7e13768610a3e0a,photometry/OGLE-BLG-RRLYR-05352.dat,66888,2787,4403.8953,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-05383,BLG,RRab,0.5775544,5000.11321,,fundamental,1942f0212e26736fe8ded2f119cbd57be9a7e861bfae6345acac0e48c72771e5,photometry/OGLE-BLG-RRLYR-05383.dat,31392,1308,2830.15799,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-05391,BLG,RRab,0.55798288,5000.022,,fundamental,26fac99c29e3004c8d4dce57242e4e64cd13b401efdf03688e731d13066ca1ee,photometry/OGLE-BLG-RRLYR-05391.dat,97920,4080,4403.0518,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-05421,BLG,RRab,0.43808982,5000.03542,,fundamental,b76554e3c087d48de22c942f382bbc37a57fa8d3accff1f596602356575a3d7e,photometry/OGLE-BLG-RRLYR-05421.dat,34896,1454,2830.11805,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-05430,BLG,RRc,0.2518723,5000.11782,,first overtone,78861446dc53b333fd8952e3486e6d9ad91b2064e6bfbb84e5d874ac3a3786fb,photometry/OGLE-BLG-RRLYR-05430.dat,78312,3263,4403.89711,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-05443,BLG,RRc,0.3491189,5000.24564,,first overtone,d09c9000c8802a432c2b9ea846a3fbed5801cacf130489fa927cbdf9dba450fa,photometry/OGLE-BLG-RRLYR-05443.dat,67800,2825,4402.97967,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-05500,BLG,RRab,0.5878474,5000.35664,,fundamental,e5620fcc6bc8d28420a9845de98b27e38cc74b2b90410f18cec62db153222718,photometry/OGLE-BLG-RRLYR-05500.dat,67008,2792,4402.98025,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-05505,BLG,RRab,0.5459752,5000.23634,,fundamental,d13de3fbf32e01461ba151c3ec24bf2cba865721763f1309eebbbf6f9d791cac,photometry/OGLE-BLG-RRLYR-05505.dat,18552,773,2836.00815,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-05536,BLG,RRab,0.62865704,5000.39036,,fundamental,ad33296a436bb800718bdfa63c5432c510dcf777f67fa4a220909324aba413d9,photometry/OGLE-BLG-RRLYR-05536.dat,22296,929,4403.82297,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-05538,BLG,RRc,0.30440375,5000.24642,,first overtone,2fb4fd8a11457dd24df166abf0fac8622ca6eb5cdabb01447ca9330687ca5555,photometry/OGLE-BLG-RRLYR-05538.dat,22296,929,4403.82323,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-05550,BLG,RRc,0.249105,5000.13646,,first overtone,ce4fd9d63e523cb0bb0ff2b3d93037efa79c3af78eb85b7eee7efd47e6db66d2,photometry/OGLE-BLG-RRLYR-05550.dat,22296,929,4403.82297,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-05644,BLG,RRab,0.564695,5000.0538,,fundamental,4fe265b2415dfed1f49f31ea0ba22d5fa7aa7c2cf4b200321d7587fe3b5fe62b,photometry/OGLE-BLG-RRLYR-05644.dat,32304,1346,2830.15799,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-05675,BLG,RRab,0.5177375,5000.44913,,fundamental,5ec5ca852ac28ac54a0d68b09f822ae8e50cccbb387a9d87f62cc00224c32af5,photometry/OGLE-BLG-RRLYR-05675.dat,65736,2739,4402.98064,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-05714,BLG,RRab,0.58995769,5000.22165,,fundamental,7e4e139d13f7ed156fea35f7f4ac20947fd97254cdb00dad502878fe36f6e9a8,photometry/OGLE-BLG-RRLYR-05714.dat,55968,2332,4402.98142,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-05740,BLG,RRc,0.3433608,5000.02751,,first overtone,33aebc77ea02baca1d454d060cee2e14015d571d827b1243476483cd225c1cc4,photometry/OGLE-BLG-RRLYR-05740.dat,18504,771,2836.00815,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-05801,BLG,RRc,0.2947245,5000.00771,,first overtone,9042d82d970100ce14770bb32a547a053167306e16061f33710f6a9c217d85e0,photometry/OGLE-BLG-RRLYR-05801.dat,66816,2784,4402.98132,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-05830,BLG,RRab,0.48974797,5000.20341,,fundamental,a53dd9e4afd6936eeecb851f32f6d9149ad9564a62fb153f4cae168282c77a17,photometry/OGLE-BLG-RRLYR-05830.dat,32280,1345,2830.15799,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-05852,BLG,RRc,0.3427081,5000.17895,,first overtone,245fff29682efdce4b95c9e3b92361af4c0635fffe9cc380d19524fff68e3178,photometry/OGLE-BLG-RRLYR-05852.dat,26712,1113,4402.97204,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-05896,BLG,RRc,0.26625686,5000.11366,,first overtone,f698179a07585bb24b02371a77485ffddd9ad1a7735281ae742b00aa52b90767,photometry/OGLE-BLG-RRLYR-05896.dat,62832,2618,4402.98042,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-06087,BLG,RRab,0.5541853,5000.2605,,fundamental,628965cda762f1b09134d3e19abfbab61cf42319d1b5bc1a384ba0cb6e17b579,photometry/OGLE-BLG-RRLYR-06087.dat,65976,2749,4403.85646,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-06116,BLG,RRab,0.61563585,5000.05553,,fundamental,c4349076568e36cd916ba5dc924cc853709cc9dc3ef9a48298b22c13db37a50b,photometry/OGLE-BLG-RRLYR-06116.dat,22200,925,2830.21643,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-06149,BLG,RRc,0.27853965,5000.16019,,first overtone,7379115cab806a3ae114c91649b83ac1ef035bd9ab44895773f1ffb296a03964,photometry/OGLE-BLG-RRLYR-06149.dat,70296,2929,4403.85683,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-06154,BLG,RRc,0.356614,5000.17067,,first overtone,6d23e129a981a9e03226aea9272de9be006da55217cf2c5f3efbbf2a24c32db3,photometry/OGLE-BLG-RRLYR-06154.dat,70104,2921,4403.85675,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-06158,BLG,RRab,0.48161728,5000.2179,,fundamental,51d4085f110d9b3a5cae29f538b34ef08a8f798db8b472bbac9c938dd26a8c6e,photometry/OGLE-BLG-RRLYR-06158.dat,70512,2938,4424.91605,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-06199,BLG,RRab,0.550399,5000.43758,,fundamental,a7d2b279a709b1a92fd93a5912441ee75ae1edcc7280feac7ff58e95c1817f0f,photometry/OGLE-BLG-RRLYR-06199.dat,19848,827,2836.95816,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-06203,BLG,RRab,0.69230152,5000.06029,,fundamental,52c27f8de43b9cbb4938bf1525dde00b9760da38c122760c94f56d679c957585,photometry/OGLE-BLG-RRLYR-06203.dat,70392,2933,4424.9163,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-06209,BLG,RRab,0.5170658,5000.28021,,fundamental,e3afe55ae5417f47db3cc7178a628bfa296194f8bafe7e20c11b4d3b6cf55dd9,photometry/OGLE-BLG-RRLYR-06209.dat,31944,1331,2830.15799,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-06235,BLG,RRab,0.5353973,5000.22601,,fundamental,9dd779af5e86aa1c6b7d1f9f2270a14971daa1ec6e28f9478e9c931602601353,photometry/OGLE-BLG-RRLYR-06235.dat,70464,2936,4424.91634,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-06284,BLG,RRab,0.50808105,5000.21382,,fundamental,f572cb86c5b96550ce94ebc1c74f1208a4dbcaeecfb4575cdf8dc328e84ef8db,photometry/OGLE-BLG-RRLYR-06284.dat,32232,1343,2830.15799,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-06305,BLG,RRab,0.51977125,5000.4817,,fundamental,1e47c07e9bfb92c4bde45db13343c4da84903237364f6dcc7da8a512c6dfec68,photometry/OGLE-BLG-RRLYR-06305.dat,31464,1311,2836.96601,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-06310,BLG,RRab,0.61678075,5000.28711,,fundamental,d1dbbab7c64c6ec81af7d17ceb256fc2db10b944e99037bb1b110ba609f5b836,photometry/OGLE-BLG-RRLYR-06310.dat,27600,1150,4421.942800000001,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-06387,BLG,RRc,0.2717559,5000.1273,,first overtone,248062d0dc6064e68e2416e12ad6bf0f09755c4c84c44ea4c16f5372ad19ee07,photometry/OGLE-BLG-RRLYR-06387.dat,67752,2823,4423.98768,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-06402,BLG,RRc,0.40749656,5000.32659,,first overtone,f4a7d53db747cb9a41231441594866f20aa1180f21e487aea516f7aa5d084300,photometry/OGLE-BLG-RRLYR-06402.dat,68400,2850,4424.91726,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-06438,BLG,RRab,0.6399764,5000.28678,,fundamental,f1d5c3914d7494f9b56cc6339c023ca4b956aed5d5cb4cd50833297bc6ebb53b,photometry/OGLE-BLG-RRLYR-06438.dat,67920,2830,4403.85666,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-06440,BLG,RRab,0.5705003,5000.01312,,fundamental,7fc2f0be9846af7391417a641f7ae2a7b29b8ec940d63f48fd46a0a92b9da925,photometry/OGLE-BLG-RRLYR-06440.dat,70128,2922,4403.8565,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-06539,BLG,RRc,0.24835385,5000.23861,,first overtone,00c5e2acd86c809fb5b32f3405be080e8a4460a6121828b7c2ae61f38c8cfced,photometry/OGLE-BLG-RRLYR-06539.dat,69432,2893,4403.85685,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-06578,BLG,RRab,0.48449384,5000.21851,,fundamental,e8acd01cd55b65b3beca947460ddda02f2927f8e7f00225203a6f43e0686653b,photometry/OGLE-BLG-RRLYR-06578.dat,32280,1345,2830.15799,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-06587,BLG,RRc,0.37232452,5000.11891,,first overtone,0b6436e8b73c3327e40946605eac33e4b3e14c68607de3b390f18e754a0d818f,photometry/OGLE-BLG-RRLYR-06587.dat,65040,2710,2830.1206200000006,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-06604,BLG,RRc,0.26042096,5000.18278,,first overtone,cbd5c3a4d6ba6188a4d9cc591c48db5075fec8060ea0b6069a6a745185211db6,photometry/OGLE-BLG-RRLYR-06604.dat,99768,4157,4403.86429,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-06624,BLG,RRab,0.48736734,5000.4679,,fundamental,7593eaec6080435e01795ccf32d8876e05289c517090878d749133a7a465d121,photometry/OGLE-BLG-RRLYR-06624.dat,35400,1475,2836.0107300000004,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-06652,BLG,RRab,0.5753883,5000.02517,,fundamental,9513315b140c286d95ac46fa4c1d5f1cea3ddbff4dea439026975ff4eebbcc2b,photometry/OGLE-BLG-RRLYR-06652.dat,69144,2881,4424.91145,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-06663,BLG,RRc,0.2723313,5000.24281,,first overtone,77d2198ec850fec5b48cc8ec43a08f566c54fcedf010bc6f2db53eb0a2ebd22c,photometry/OGLE-BLG-RRLYR-06663.dat,7704,321,1778.0538500000002,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-06669,BLG,RRab,0.55898045,5000.47192,,fundamental,165eef871597fa3e703ba1f02c4213259b14945ebef1d08c2453916deee1cd0a,photometry/OGLE-BLG-RRLYR-06669.dat,69456,2894,4424.91064,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-06680,BLG,RRab,0.72803676,5000.69708,,fundamental,2fe655bda0f1243e452dc4cc129c7de3d38d5dc746271d8c09a7198d207d6dc6,photometry/OGLE-BLG-RRLYR-06680.dat,21672,903,4421.939179999999,True,False,Exact duplicate folded phases
